연도,지역,평균기온,평균최저기온,평균최고기온,단위
			2021-01,강원,0.6,-3.9,5.7,℃
			2021-01,서울,-2.4,-6.8,2.2,℃
			2021-01,인천,-2.0,-5.9,1.8,℃
			2021-01,경기,-2.4,-7.8,2.6,℃
			2021-01,충북,-1.4,-5.9,3.5,℃
			2021-01,대전,-1.0,-6.0,4.6,℃
			2021-01,경북,-2.2,-7.9,3.9,℃
			2021-01,대구,0.5,-4.3,5.9,℃
			2021-01,전북,0.5,-4.1,5.5,℃
			2021-01,울산,2.1,-2.6,6.8,℃
			2021-01,경남,1.4,-3.2,6.5,℃
			2021-01,광주,1.4,-2.6,6.4,℃
			2021-01,부산,3.3,-0.8,7.9,℃
			2021-01,전남,2.0,-1.6,5.7,℃
			2021-01,제주,6.8,3.9,9.8,℃
			2021-01,충남,-2.8,-8.9,3.3,℃
			2021-01,세종,-1.7,-6.6,3.3,℃
			2021-02,강원,4.9,0.0,10.3,℃
			2021-02,서울,2.7,-2.2,7.9,℃
			2021-02,인천,2.1,-2.0,6.3,℃
			2021-02,경기,2.2,-3.3,7.8,℃
			2021-02,충북,3.6,-1.6,9.1,℃
			2021-02,대전,4.0,-1.6,10.0,℃
			2021-02,경북,2.6,-3.6,9.4,℃
			2021-02,대구,4.8,-0.6,11.1,℃
			2021-02,전북,4.3,-0.7,10.0,℃
			2021-02,울산,6.5,1.6,11.9,℃
			2021-02,경남,5.5,0.8,11.0,℃
			2021-02,광주,5.1,0.4,10.7,℃
			2021-02,부산,7.2,3.2,11.9,℃
			2021-02,전남,4.9,1.2,8.9,℃
			2021-02,제주,9.4,6.4,12.8,℃
			2021-02,충남,2.1,-4.2,8.7,℃
			2021-02,세종,3.2,-2.2,9.0,℃
			2021-03,강원,9.7,5.0,14.8,℃
			2021-03,서울,9.0,4.3,14.8,℃
			2021-03,인천,7.7,4.2,12.3,℃
			2021-03,경기,8.1,2.7,14.6,℃
			2021-03,충북,9.6,4.5,15.5,℃
			2021-03,대전,9.6,4.0,15.9,℃
			2021-03,경북,8.3,2.3,14.4,℃
			2021-03,대구,10.2,4.7,16.1,℃
			2021-03,전북,9.5,4.5,15.8,℃
			2021-03,울산,10.5,5.9,15.4,℃
			2021-03,경남,10.4,6.0,15.9,℃
			2021-03,광주,10.6,5.6,17.0,℃
			2021-03,부산,11.4,7.7,15.9,℃
			2021-03,전남,9.2,5.7,13.8,℃
			2021-03,제주,12.5,9.3,16.1,℃
			2021-03,충남,8.0,1.5,14.9,℃
			2021-03,세종,8.8,3.2,15.1,℃
			2021-04,강원,13.8,8.9,18.9,℃
			2021-04,서울,14.2,9.5,19.5,℃
			2021-04,인천,13.2,9.6,17.3,℃
			2021-04,경기,13.5,8.0,19.4,℃
			2021-04,충북,14.8,9.6,20.5,℃
			2021-04,대전,14.7,8.9,20.9,℃
			2021-04,경북,13.0,6.5,19.6,℃
			2021-04,대구,14.5,8.8,20.6,℃
			2021-04,전북,14.4,9.0,20.9,℃
			2021-04,울산,13.8,9.1,19.0,℃
			2021-04,경남,14.1,9.0,20.2,℃
			2021-04,광주,14.9,9.7,20.9,℃
			2021-04,부산,14.7,10.8,19.7,℃
			2021-04,전남,13.9,10.0,18.1,℃
			2021-04,제주,15.4,12.2,19.2,℃
			2021-04,충남,13.0,6.2,19.5,℃
			2021-04,세종,13.9,8.1,20.1,℃
			2021-05,강원,17.9,13.4,22.5,℃
			2021-05,서울,17.1,12.8,21.9,℃
			2021-05,인천,16.2,12.7,20.2,℃
			2021-05,경기,16.5,11.6,21.8,℃
			2021-05,충북,17.8,13.0,23.0,℃
			2021-05,대전,17.7,12.8,23.1,℃
			2021-05,경북,16.1,10.4,22.1,℃
			2021-05,대구,18.3,12.8,24.3,℃
			2021-05,전북,17.7,12.6,23.3,℃
			2021-05,울산,17.8,13.1,22.7,℃
			2021-05,경남,17.7,13.5,22.6,℃
			2021-05,광주,18.4,13.4,24.0,℃
			2021-05,부산,17.7,14.7,21.5,℃
			2021-05,전남,17.6,13.9,21.7,℃
			2021-05,제주,19.0,15.6,23.5,℃
			2021-05,충남,15.9,10.1,21.7,℃
			2021-05,세종,16.8,11.7,22.4,℃
			2021-06,강원,22.0,18.4,25.9,℃
			2021-06,서울,22.8,18.9,27.6,℃
			2021-06,인천,21.6,18.6,25.3,℃
			2021-06,경기,22.5,18.3,27.7,℃
			2021-06,충북,23.8,19.5,28.7,℃
			2021-06,대전,23.5,19.1,28.5,℃
			2021-06,경북,21.8,17.1,27.2,℃
			2021-06,대구,23.2,18.9,28.5,℃
			2021-06,전북,23.0,18.9,28.3,℃
			2021-06,울산,21.7,18.2,25.8,℃
			2021-06,경남,21.8,18.2,26.6,℃
			2021-06,광주,23.3,19.2,28.3,℃
			2021-06,부산,21.9,19.3,25.4,℃
			2021-06,전남,22.7,19.7,26.4,℃
			2021-06,제주,23.4,20.8,27.0,℃
			2021-06,충남,21.8,16.9,27.3,℃
			2021-06,세종,22.6,18.2,27.8,℃
			2021-07,강원,26.7,23.1,30.8,℃
